OBJECTID,Shape_Leng,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,tas_annual_baseline_81_00_media,tas_annual_01_20_median,tas_annual_change_01_20_median,tas_annual_change_15_median,tas_annual_change_20_median,tas_annual_change_25_median,tas_annual_change_30_median,tas_annual_change_40_median,tas_annual_baseline_81_00_upper,tas_annual_01_20_upper,tas_annual_change_01_20_upper,tas_annual_change_15_upper,tas_annual_change_20_upper,tas_annual_change_25_upper,tas_annual_change_30_upper,tas_annual_change_40_upper,tas_annual_baseline_81_00_lower,tas_annual_01_20_lower,tas_annual_change_01_20_lower,tas_annual_change_15_lower,tas_annual_change_20_lower,tas_annual_change_25_lower,tas_annual_change_30_lower,tas_annual_change_40_lower,SHAPE_Length,SHAPE_Area,,Comments,
422,48000,51.87183421,-4.41268893,222000,234000,9.433123915,10.13700575,0.703881836,0.985948222,1.508850731,1.924138222,2.343916842,3.171282526,9.435983073,10.33439887,0.898415799,1.331289166,1.803964017,2.102279473,2.569350198,3.601402685,9.430439453,10.06716797,0.636728516,0.88671472,1.279163773,1.852065972,2.122252087,2.917634032,48000,-144000000,,,
423,48000,51.87527769,-4.23852804,222000,246000,9.59507053,10.31526855,0.720198025,0.999772678,1.528035818,1.936827205,2.368361674,3.192510644,9.599138455,10.51024306,0.911104601,1.344454675,1.815174334,2.118549934,2.57957765,3.624929419,9.59234592,10.23744141,0.645095486,0.90056651,1.28912223,1.863968254,2.13562531,2.949126261,48000,-144000000,,,
424,48000,51.87846374,-4.06433377,222000,258000,9.803714735,10.54256293,0.738848199,1.007446367,1.534631567,1.947113379,2.383113607,3.202793563,9.808834635,10.71630859,0.907473958,1.352340546,1.823068473,2.12770203,2.599940166,3.632235088,9.802229818,10.44836697,0.646137153,0.904387607,1.285464926,1.862591663,2.151670904,2.978282077,48000,-144000000,,,
425,48000,51.88139182,-3.89010829,222000,270000,9.208907878,9.958669705,0.749761827,1.033239036,1.556531653,1.986517108,2.415366211,3.231681496,9.212671441,10.13305881,0.92038737,1.371761326,1.848363095,2.148989904,2.668005332,3.664934534,9.20641059,9.863164063,0.656753472,0.921057788,1.304465991,1.888340825,2.188405258,3.02538985,48000,-144000000,,,
426,48000,51.88406219,-3.71585367,222000,282000,7.800112576,8.565247938,0.765135362,1.041708726,1.583466461,2.015847039,2.449142588,3.270241015,7.805340712,8.742845052,0.93750434,1.385860925,1.873351625,2.177959966,2.718851376,3.721717432,7.799013672,8.470260959,0.671247287,0.950426226,1.339498259,1.937100772,2.23411138,3.076031746,48000,-144000000,,,
427,48000,51.88647447,-3.54157409,222000,294000,7.755889757,8.538065864,0.782176107,1.056392144,1.614091396,2.05430934,2.484474271,3.31174403,7.760732422,8.713425564,0.952693142,1.399018736,1.899060072,2.193016183,2.779277421,3.784224537,7.753943685,8.433894314,0.679950629,0.970186632,1.372548776,1.979096396,2.284310361,3.122361111,48000,-144000000,,,
428,48000,51.88862907,-3.36727207,222000,306000,8.093549262,8.888800727,0.795251465,1.069708866,1.64026902,2.074287445,2.501250982,3.345313043,8.097597656,9.052854818,0.955257161,1.408830088,1.91016214,2.189379857,2.833312717,3.837348142,8.090717231,8.779611003,0.688893772,0.986377625,1.402759848,2.01299257,2.318854063,3.155863405,48000,-144000000,,,
429,48000,51.89052597,-3.19294952,222000,318000,8.925818685,9.730316298,0.804497613,1.083385494,1.673221687,2.08158734,2.530375395,3.38434985,8.93257921,9.877769097,0.945189887,1.417989573,1.92294679,2.201650701,2.858073537,3.875182498,8.922605252,9.627376302,0.70477105,0.998484985,1.418617053,2.035047071,2.345965763,3.186710431,48000,-144000000,,,
430,48000,51.89216454,-3.0186089,222000,330000,9.018768175,9.814805773,0.796037598,1.093064197,1.683805946,2.07269756,2.533726891,3.387633657,9.026899957,9.984881727,0.957981771,1.41811619,1.930531787,2.209545924,2.815751566,3.8771055,9.016124132,9.72625651,0.710132378,0.992384414,1.396408446,2.012746492,2.351579732,3.170281033,48000,-144000000,,,
431,48000,51.89354532,-2.84425312,222000,342000,9.706429036,10.49076986,0.78434082,1.108986287,1.680447643,2.074109055,2.538703471,3.399767563,9.710847439,10.6800076,0.969160156,1.413484726,1.940882265,2.207296317,2.79736788,3.88996688,9.703882378,10.41532335,0.711440972,0.985723845,1.370166377,1.989546751,2.345204923,3.151504888,48000,-144000000,,,
432,48000,51.8946682,-2.66988488,222000,354000,10.0516428,10.83278917,0.781146376,1.123201239,1.698872303,2.088656787,2.554832124,3.429694165,10.05528863,11.04171115,0.986422526,1.414670966,1.957854508,2.232991381,2.810328104,3.907701461,10.04747179,10.76437934,0.716907552,0.988661593,1.364143932,1.995833127,2.346987434,3.160666801,48000,-144000000,,,
433,48000,51.89553259,-2.49550621,222000,366000,9.854415148,10.63568034,0.781265191,1.127182643,1.714038344,2.097622484,2.560907661,3.437756412,9.858982205,10.86009766,1.001115451,1.423726025,1.967266968,2.246449033,2.825963232,3.905138992,9.848772786,10.5699783,0.721205512,0.993376529,1.37173885,2.010327019,2.358609458,3.166405837,48000,-144000000,,,
434,48000,51.89613812,-2.32111926,222000,378000,10.28695584,11.06608507,0.779129232,1.129245231,1.720848602,2.108506092,2.564145973,3.44384329,10.29123806,11.29984158,1.008603516,1.434102906,1.970790447,2.25671658,2.841949715,3.912829448,10.28326606,11.00495334,0.721687283,0.996423663,1.379101459,2.014343481,2.378327236,3.181161386,48000,-144000000,,,
435,48000,51.89648499,-2.14672677,222000,390000,10.44262424,11.2187424,0.776118164,1.134900096,1.735898463,2.127836707,2.577969189,3.461338175,10.44645616,11.46378255,1.017326389,1.441405268,1.980762442,2.271610656,2.87706282,3.928914517,10.4402691,11.15818576,0.717916667,1.006025339,1.391282759,2.027267795,2.398319744,3.206740451,48000,-144000000,,,
436,48000,51.89657409,-1.97233288,222000,402000,9.276232639,10.04573025,0.769497613,1.131846788,1.737396298,2.136841828,2.584513114,3.464507017,9.278496094,10.29712457,1.018628472,1.436402116,1.97406715,2.271714203,2.878996362,3.921736938,9.271644965,9.992120226,0.72047526,1.0078651,1.402013269,2.042706473,2.403715691,3.210398996,48000,-144000000,,,
437,48000,51.8964046,-1.79793998,222000,414000,9.224083659,10.0014209,0.77733724,1.137056491,1.747608946,2.146674081,2.599167829,3.479882528,9.226922743,10.25740885,1.030486111,1.45193008,1.989714885,2.280164207,2.895221044,3.929761595,9.218891059,9.942408854,0.723517795,1.016789021,1.406300792,2.049855479,2.424078931,3.226363467,48000,-144000000,,,
438,48000,51.89597652,-1.6235499,222000,426000,9.478734266,10.26826226,0.789527995,1.147544255,1.76948715,2.169564655,2.620134058,3.50526964,9.483157552,10.52490017,1.041742622,1.461315569,2.005927373,2.300648768,2.928929088,3.953557064,9.474188368,10.21166341,0.737475043,1.032089844,1.426432292,2.076099537,2.445880715,3.247727245,48000,-144000000,,,
439,48000,51.89528967,-1.44916489,222000,438000,9.313959418,10.11160428,0.797644857,1.151706814,1.783670816,2.179904204,2.636000098,3.522167013,9.319012587,10.36796766,1.048955078,1.464541429,2.013297009,2.306245091,2.954288504,3.974303385,9.309844835,10.05160156,0.741756727,1.037438823,1.437263403,2.090259228,2.458596282,3.256973173,48000,-144000000,,,
440,48000,51.89434443,-1.27478907,222000,450000,9.676197374,10.47892253,0.802725152,1.155903294,1.780615751,2.181167871,2.643366376,3.530747535,9.683734809,10.7424566,1.058721788,1.476191045,2.024021939,2.319956546,2.951135189,3.980501302,9.673382161,10.41236328,0.73898112,1.02960457,1.442376095,2.094800451,2.486361762,3.263422567,48000,-144000000,,,
441,48000,51.893141,-1.10042442,222000,462000,9.636999783,10.44341905,0.806419271,1.160234246,1.785063012,2.191395968,2.654285714,3.543771391,9.647438151,10.71233941,1.064901259,1.481980975,2.027038794,2.330492415,2.953406136,3.989727028,9.633769531,10.37126411,0.737494575,1.034369316,1.437718616,2.099376395,2.498998998,3.273462818,48000,-144000000,,,
442,48000,51.89167945,-0.92607371,222000,474000,9.506934679,10.31927355,0.812338867,1.163980138,1.800958581,2.204089653,2.668463128,3.564717055,9.516948785,10.5909375,1.073988715,1.488580833,2.044217407,2.350088252,2.981778067,4.015036996,9.502612847,10.24819553,0.745582682,1.043883412,1.451005084,2.114705895,2.516046524,3.304397218,48000,-144000000,,,
443,48000,51.88996028,-0.7517381,222000,486000,9.69675076,10.5101633,0.813412543,1.158045764,1.808961072,2.206147358,2.670511533,3.567109065,9.705449219,10.77888346,1.073434245,1.490524347,2.036121497,2.363919116,2.99625589,4.031040117,9.692565104,10.44313585,0.750570747,1.039085751,1.468400401,2.126233569,2.53087963,3.311956949,48000,-144000000,,,
444,48000,51.88798281,-0.57742201,222000,498000,9.676806641,10.49210069,0.815294054,1.161731099,1.819254919,2.21753281,2.68134807,3.585078125,9.685794271,10.76021918,1.074424913,1.502283503,2.04343099,2.379846333,3.021640005,4.057342923,9.671219618,10.43022352,0.759003906,1.046341404,1.483701637,2.142294612,2.55541367,3.334038783,48000,-144000000,,,
445,48000,51.88574586,-0.403129,222000,510000,9.647874349,10.46226237,0.814388021,1.163376943,1.817072638,2.218575407,2.678502423,3.576530697,9.657196181,10.72605903,1.068862847,1.501935351,2.029985222,2.376307405,3.018097305,4.054230117,9.644397786,10.397551,0.753153212,1.044862403,1.488690786,2.137963428,2.559561477,3.337370257,48000,-144000000,,,
446,48000,51.8832512,-0.22885907,222000,522000,9.801512587,10.61657823,0.815065647,1.167405315,1.814797557,2.21320111,2.675074198,3.56453094,9.810071615,10.87588216,1.065810547,1.492575231,2.013783379,2.3745328,3.012796482,4.050122871,9.799279514,10.55034722,0.751067708,1.043446077,1.493287347,2.131539249,2.548297888,3.339249442,48000,-144000000,,,
447,48000,51.88049954,-0.05461454,222000,534000,9.84003635,10.65882704,0.81879069,1.169770792,1.817421668,2.215452164,2.673508288,3.562760933,9.849029948,10.91458984,1.065559896,1.496618717,2.011691882,2.374872375,3.018576079,4.057338893,9.837326389,10.59226997,0.754943576,1.044956184,1.496693897,2.133130994,2.548628886,3.350775256,48000,-144000000,,,
448,48000,51.87748939,0.1195997,222000,546000,9.880588108,10.7006429,0.820054796,1.172676453,1.818292927,2.218631004,2.67341833,3.564290313,9.888736979,10.95704102,1.068304036,1.503584139,2.019802311,2.377989108,3.026809689,4.061351893,9.876621094,10.63258247,0.755961372,1.048751033,1.501157097,2.134518022,2.553605944,3.365321594,48000,-144000000,,,
449,48000,51.87422199,0.29378162,222000,558000,9.85637207,10.67767361,0.821301541,1.174946573,1.816324198,2.217608688,2.673711687,3.562443499,9.864746094,10.93081597,1.066069878,1.502630467,2.017976449,2.382138672,3.024386677,4.055681114,9.854070095,10.60383681,0.74976671,1.050996249,1.504062293,2.129782624,2.553372034,3.376732029,48000,-144000000,,,
450,48000,51.87069737,0.46792969,222000,570000,9.937800564,10.76358344,0.825782878,1.181049572,1.816920883,2.218968357,2.674795697,3.559215805,9.946770833,11.00805556,1.061284722,1.504747696,2.015137494,2.38901052,3.023434193,4.057019676,9.933892144,10.68392144,0.750029297,1.05512313,1.510323867,2.127191375,2.551655041,3.390221509,48000,-144000000,,,
451,48000,51.86691586,0.64204058,222000,582000,10.20704915,11.04041341,0.833364258,1.188665778,1.816209103,2.222383768,2.668377124,3.545342288,10.21514648,11.26954102,1.054394531,1.498231802,2.001230727,2.38804486,3.016248192,4.054479838,10.20466037,10.94838759,0.743727214,1.056475953,1.511262711,2.121278367,2.543355913,3.391415189,48000,-144000000,,,
452,48000,51.86287652,0.81611258,222000,594000,10.3264974,11.16391602,0.83741862,1.191948139,1.808457987,2.216360548,2.643095031,3.517394516,10.33494792,11.37570855,1.040760634,1.480806052,1.976672454,2.374512235,2.993678282,4.032621941,10.32458767,11.06493164,0.740343967,1.048147735,1.504817398,2.096140873,2.510267444,3.36775339,48000,-144000000,,,
453,48000,51.8585797,0.99014284,222000,606000,10.25142795,11.08010525,0.8286773,1.183552259,1.780158317,2.188586904,2.585432581,3.455736865,10.25686089,11.26767144,1.010810547,1.43271505,1.911358817,2.340031209,2.947799583,3.977247334,10.24727865,10.9803342,0.733055556,1.023852772,1.471937727,2.043947224,2.445207972,3.311806434,48000,-144000000,,,
454,48000,51.85402629,1.16412707,222000,618000,10.2381429,11.06253255,0.824389648,1.172849625,1.76005769,2.160483838,2.548165561,3.407997143,10.24097114,11.24750326,1.006532118,1.400822896,1.874281064,2.297069227,2.916478433,3.924291966,10.23628906,10.95525825,0.718969184,1.010326554,1.44807302,2.013653067,2.411331019,3.277831308,48000,-144000000,,,
455,48000,51.84921575,1.3380633,222000,630000,10.44229167,11.26683322,0.824541558,1.174764902,1.765806646,2.171727456,2.558818618,3.420674707,10.44599392,11.4549566,1.008962674,1.415252821,1.891179781,2.308621032,2.925371972,3.938295666,10.43992513,11.15959201,0.719666884,1.01503312,1.454093864,2.02590965,2.424155971,3.292006913,48000,-144000000,,,
456,48000,51.95847026,-5.29076813,234000,174000,9.998606771,10.6668712,0.668264431,0.950826952,1.464922263,1.855926882,2.244248383,3.006026192,10.00195095,10.89092448,0.888973524,1.262143374,1.683948671,1.938081236,2.477221499,3.397908709,9.996845703,10.59817925,0.60133355,0.843841973,1.265407986,1.739398251,2.063313182,2.746435702,48000,-144000000,,,
457,48000,51.96321946,-5.11639864,234000,186000,9.734157444,10.40280979,0.668652344,0.949133546,1.461635251,1.853976831,2.241505172,3.002783281,9.738168403,10.62595052,0.887782118,1.257709522,1.674526496,1.92801732,2.470355541,3.38692481,9.733381076,10.32775608,0.594375,0.848594628,1.267925399,1.731869006,2.064139333,2.737670511,48000,-144000000,,,
458,48000,51.96770952,-4.94198218,234000,198000,9.424093424,10.09722548,0.673132053,0.9498391,1.456566789,1.862211552,2.244490508,3.009781643,9.427333984,10.31471788,0.887383898,1.264566024,1.677885768,1.931779617,2.463106967,3.412427662,9.421727431,10.00749349,0.585766059,0.851295573,1.268470672,1.741184586,2.073578301,2.746213108,48000,-144000000,,,
459,48000,51.97194105,-4.76752148,234000,210000,9.110707465,9.789525825,0.678818359,0.951203058,1.457506071,1.871280537,2.248199017,3.02758771,9.113629557,10.00140299,0.887773437,1.276411417,1.688024605,1.94252816,2.473165664,3.437717272,9.10914605,9.699867622,0.590721571,0.853394201,1.26870298,1.756391266,2.080646288,2.771889158,48000,-144000000,,,
460,48000,51.97591424,-4.59301935,234000,222000,9.204319661,9.898817817,0.694498155,0.970326838,1.478346173,1.892608068,2.276788995,3.0895591,9.206596137,10.10321832,0.896622179,1.298368882,1.738653377,2.000038339,2.516498274,3.505269459,9.201440972,9.815258247,0.613817274,0.858615451,1.27249814,1.804745267,2.095906291,2.83114759,48000,-144000000,,,
461,48000,51.97962946,-4.41847819,234000,234000,9.032480197,9.74253635,0.710056152,0.985071343,1.501081711,1.915604784,2.318508365,3.143932653,9.036156141,9.935598958,0.899442817,1.316127671,1.77704347,2.05846008,2.550838113,3.584593047,9.031520725,9.665870226,0.634349501,0.881648815,1.277724248,1.844616195,2.112434302,2.894614878,48000,-144000000,,,
462,48000,51.98308628,-4.24389994,234000,246000,9.006928168,9.734175347,0.727247179,1.003424802,1.526256833,1.936018829,2.358502837,3.183023533,9.009662001,9.92141059,0.911748589,1.333281224,1.795200454,2.092152416,2.575896216,3.622089017,9.004076606,9.64281467,0.638738064,0.895508794,1.297152416,1.868973679,2.132557845,2.938097253,48000,-144000000,,,
463,48000,51.98628446,-4.06928832,234000,258000,9.04640408,9.783928494,0.737524414,1.019505428,1.535544563,1.954813045,2.378905372,3.198758642,9.050765516,9.966407335,0.915641819,1.35224581,1.812813353,2.105501922,2.603585793,3.630917814,9.043412001,9.689476997,0.646064996,0.909382079,1.298373533,1.870126591,2.155533053,2.978000837,48000,-144000000,,,
464,48000,51.9892239,-3.89464537,234000,270000,9.331277127,10.08028754,0.749010417,1.033595765,1.55473421,1.979567729,2.404967655,3.220529204,9.335171441,10.2563878,0.921216363,1.370083499,1.837649223,2.12427693,2.652070002,3.651924293,9.328102214,9.976268446,0.648166233,0.929769965,1.30119957,1.883214286,2.186795635,3.023401951,48000,-144000000,,,
465,48000,51.99190453,-3.71997348,234000,282000,8.653602702,9.41347819,0.759875488,1.030727319,1.578984336,2.004610292,2.427489085,3.251054649,8.657207574,9.586114366,0.928906793,1.373839983,1.853021118,2.148446749,2.684024652,3.694279307,8.651865234,9.309409722,0.657544488,0.954179843,1.324503762,1.916643725,2.22175665,3.054771102,48000,-144000000,,,
466,48000,51.99432638,-3.54527573,234000,294000,8.194324544,8.975448676,0.781124132,1.043070411,1.603259949,2.031804987,2.45432758,3.281750772,8.198657769,9.135250651,0.936592882,1.381517599,1.869476428,2.152283038,2.724444625,3.743766793,8.192081163,8.858566623,0.66648546,0.970195028,1.360781198,1.958371311,2.259433852,3.096756753,48000,-144000000,,,
467,48000,51.99648892,-3.37055597,234000,306000,8.702257216,9.49562066,0.793363444,1.062173988,1.636857858,2.051924719,2.48406303,3.328331279,8.70843533,9.641032986,0.932597656,1.393204882,1.886187066,2.164128173,2.769983052,3.77958137,8.700238173,9.375527344,0.675289171,0.980360346,1.395233109,2.000331902,2.296833147,3.127018333,48000,-144000000,,,
468,48000,51.99839264,-3.19581535,234000,318000,8.643266873,9.435457899,0.792191026,1.08284004,1.669770792,2.06759081,2.519182788,3.368537946,8.649356554,9.581528863,0.932172309,1.405805664,1.90849767,2.181776982,2.805872137,3.845965247,8.638079427,9.334748264,0.696668837,0.995175471,1.398757854,2.011374628,2.324046198,3.163476976,48000,-144000000,,,
469,48000,52.00003813,-3.02105585,234000,330000,8.426423882,9.207927517,0.781503635,1.095086831,1.672426577,2.061036732,2.523152656,3.371035738,8.434025608,9.379222005,0.945196398,1.40583323,1.918986416,2.202666765,2.77697356,3.866039497,8.423822157,9.126394314,0.702572157,0.978481523,1.383328683,1.99338986,2.335665406,3.148944899,48000,-144000000,,,
470,48000,52.00142474,-2.84628129,234000,342000,9.651346571,10.42656033,0.775213759,1.108571015,1.670160952,2.06040858,2.530077763,3.373580264,9.658121745,10.60820964,0.950087891,1.409882089,1.922331969,2.195510706,2.775844494,3.868532469,9.647873264,10.35696506,0.709091797,0.977319362,1.359420883,1.979065807,2.338675699,3.137761863,48000,-144000000,,,
471,48000,52.00255181,-2.67149375,234000,354000,9.884694553,10.66145182,0.77675727,1.12120081,1.691633417,2.079675099,2.54388597,3.402826942,9.889969618,10.86601888,0.976049262,1.409023386,1.942640956,2.222531105,2.791537285,3.881284877,9.878977865,10.59112847,0.712150608,0.985929543,1.356925637,1.9870761,2.341521732,3.147479849,48000,-144000000,,,
472,48000,52.0034194,-2.49669631,234000,366000,9.948842231,10.72638292,0.77754069,1.129223426,1.712647337,2.094937815,2.556885954,3.429022921,9.953937717,10.94595812,0.992020399,1.419708065,1.958438998,2.243715329,2.819729198,3.903081856,9.943569878,10.66238607,0.718816189,0.990283771,1.364609272,1.999928799,2.356218068,3.16046193,48000,-144000000,,,
473,48000,52.00402721,-2.32189006,234000,378000,10.21610677,10.99007161,0.773964844,1.132022879,1.724271402,2.105017206,2.562050755,3.438861788,10.2197819,11.22077474,1.000992839,1.432214937,1.970793496,2.251756211,2.838146288,3.909446615,10.21024957,10.93284071,0.722591146,0.993631986,1.369692564,2.004053096,2.375510241,3.174341518,48000,-144000000,,,
474,48000,52.00437577,-2.14707915,234000,390000,10.35738173,11.12922852,0.771846788,1.138919142,1.738979182,2.121239072,2.573048296,3.453445741,10.36102214,11.37067166,1.009649523,1.437814567,1.96995546,2.259213583,2.864516472,3.92000124,10.35300564,11.07330295,0.720297309,1.000569196,1.378648882,2.013968409,2.390745288,3.19318349,48000,-144000000,,,
475,48000,52.0044651,-1.97226706,234000,402000,9.801668837,10.57283257,0.771163737,1.142554951,1.749601805,2.135305034,2.58505738,3.464735579,9.80555013,10.82022569,1.014675564,1.443310702,1.970380549,2.270362155,2.875894149,3.92409376,9.795734592,10.51365885,0.717924262,1.003605117,1.383394614,2.028136677,2.401933387,3.211155134,48000,-144000000,,,
476,48000,52.00429551,-1.79745542,234000,414000,9.149926215,9.922417535,0.772491319,1.144152819,1.755998057,2.146118862,2.595346809,3.47323361,9.152567274,10.17073134,1.018164062,1.444736793,1.973877211,2.275917245,2.887275442,3.922823247,9.144500868,9.865457899,0.720957031,1.010921741,1.391782304,2.036618407,2.414848814,3.224643219,48000,-144000000,,,
477,48000,52.00386583,-1.62264672,234000,426000,9.502256402,10.27591471,0.773658312,1.143418408,1.761115038,2.156498481,2.604806651,3.484013104,9.505921224,10.5241786,1.018257378,1.443578456,1.975796338,2.279106058,2.904904669,3.928204727,9.498248698,10.22395833,0.725709635,1.020910425,1.406113746,2.051180297,2.423900463,3.232299521,48000,-144000000,,,
478,48000,52.00317618,-1.44784359,234000,438000,8.921973199,9.702383355,0.780410156,1.140623876,1.768899094,2.162546774,2.613518183,3.496318282,8.926317274,9.955032552,1.028715278,1.447383278,1.98180261,2.284407139,2.925092283,3.947178096,8.918986545,9.645812717,0.726826172,1.025360915,1.414498698,2.063308222,2.436150225,3.24091771,48000,-144000000,,,
479,48000,52.00222722,-1.27304877,234000,450000,9.308535699,10.10187066,0.793334961,1.148611524,1.777813792,2.175014106,2.630883247,3.518385313,9.315297309,10.35903754,1.043740234,1.457846499,2.000352389,2.307877191,2.937581742,3.960091249,9.306085069,10.03397352,0.727888455,1.026608383,1.423188399,2.076511812,2.46077722,3.251103051,48000,-144000000,,,
480,48000,52.00101938,-1.09826556,234000,462000,9.396867947,10.20401096,0.807143012,1.161692269,1.791354916,2.192807824,2.651533901,3.54313908,9.405093316,10.46553602,1.060442708,1.470333943,2.022842107,2.33156343,2.96084067,3.986093853,9.393135851,10.13250326,0.739367405,1.034460462,1.433464472,2.09135241,2.491780082,3.271608073,48000,-144000000,,,
481,48000,51.99955212,-0.9234965,234000,474000,9.554218207,10.36409831,0.8098801,1.170223421,1.803322276,2.201773727,2.66437469,3.559137938,9.562747396,10.63159831,1.068850911,1.479378617,2.037176288,2.347282573,2.980213087,4.002559317,9.549891493,10.29854926,0.748657769,1.042360336,1.442105086,2.101541057,2.51203404,3.294831194,48000,-144000000,,,
482,48000,51.9978258,-0.74874298,234000,486000,9.889031576,10.6982194,0.809187826,1.169220533,1.809827965,2.211484866,2.673284867,3.571722884,9.897095269,10.96495226,1.067856988,1.491900783,2.039187748,2.370973721,2.99585178,4.020309245,9.884639757,10.63713867,0.752498915,1.039937738,1.454904462,2.11623052,2.534943938,3.314214358,48000,-144000000,,,
483,48000,51.9958402,-0.57400751,234000,498000,9.675687934,10.4858941,0.810206163,1.161707228,1.812322539,2.214708039,2.677677538,3.576142423,9.684942491,10.74888563,1.063943142,1.49856218,2.033477079,2.370271474,3.007257409,4.036182261,9.66952474,10.42391602,0.754391276,1.038264716,1.464548508,2.12406994,2.551000331,3.326108838,48000,-144000000,,,
484,48000,51.99359492,-0.39929513,234000,510000,9.725358073,10.53256131,0.807203234,1.163975384,1.808908937,2.214477797,2.675192445,3.570757094,9.735914714,10.79316298,1.057248264,1.495586144,2.019358362,2.368565538,3.002159857,4.035293744,9.719889323,10.46883681,0.748947483,1.035791791,1.471645327,2.123823991,2.548421999,3.331897941,48000,-144000000,,,
485,48000,51.99109082,-0.22460717,234000,522000,10.0113878,10.83052789,0.819140082,1.172540328,1.815900995,2.219840882,2.68262437,3.576597584,10.02126953,11.08309028,1.061820747,1.497983011,2.017076255,2.381691933,3.012832651,4.042879774,10.00827582,10.76300564,0.754729818,1.040853588,1.485745081,2.131307044,2.554052166,3.346804936,48000,-144000000,,,
486,48000,51.9883282,-0.04994408,234000,534000,9.623805339,10.44418186,0.820376519,1.174175425,1.809572069,2.2149327,2.67411169,3.567309338,9.631414931,10.69203885,1.060623915,1.492745432,2.007303499,2.378772735,3.010353009,4.042537202,9.622007378,10.37825304,0.75624566,1.045739397,1.496651476,2.132773334,2.550014571,3.353143705,48000,-144000000,,,
487,48000,51.98530702,0.12468744,234000,546000,9.637871636,10.45378798,0.815916341,1.171937391,1.809855376,2.212870887,2.669780015,3.561933413,9.645763889,10.70887153,1.063107639,1.496470269,2.006873502,2.375543516,3.018414352,4.044615162,9.635105252,10.38782769,0.752722439,1.045590691,1.492242632,2.131174769,2.550448702,3.361996941,48000,-144000000,,,
488,48000,51.98202675,0.29928671,234000,558000,9.689270833,10.50864529,0.819374457,1.175596168,1.81559343,2.221636931,2.67627909,3.567374804,9.69719401,10.76081923,1.063625217,1.503863519,2.017249142,2.3839078,3.024689257,4.049184958,9.685988498,10.43839518,0.752406684,1.054088955,1.501977358,2.133259755,2.55552848,3.3761448,48000,-144000000,,,
489,48000,51.97848855,0.47385219,234000,570000,9.767547201,10.59188097,0.824333767,1.18196041,1.815711806,2.224230014,2.673464188,3.563532702,9.775416667,10.83184787,1.056431207,1.504555948,2.015371507,2.38966647,3.024190642,4.052472718,9.763526476,10.51515842,0.751631944,1.060106285,1.508525339,2.131524523,2.552735047,3.384755963,48000,-144000000,,,
490,48000,51.97469254,0.64838004,234000,582000,10.07850586,10.90932617,0.830820313,1.185851909,1.815078228,2.22280338,2.666387752,3.551368505,10.0877908,11.13766493,1.049874132,1.497559162,2.003240792,2.385782852,3.015914972,4.048432953,10.07601237,10.82068793,0.744675564,1.059190642,1.509560805,2.115820933,2.537970817,3.381506903,48000,-144000000,,,
491,48000,51.97063738,0.8228685,234000,594000,10.1135395,10.94963704,0.836097548,1.190690518,1.811780005,2.217480055,2.648310211,3.529452789,10.12222765,11.16793186,1.04570421,1.489659805,1.985792824,2.378074312,3.003476097,4.038268591,10.11132921,10.85548394,0.744154731,1.051957672,1.504847987,2.099905341,2.51880105,3.373514385,48000,-144000000,,,
492,48000,51.96632401,0.99731335,234000,606000,10.00242133,10.8356901,0.833268772,1.182644082,1.796333602,2.203423342,2.612642351,3.494317414,10.01288194,11.04655599,1.033674045,1.472529504,1.959669881,2.363960555,2.976081349,4.010709532,10.00010091,10.73527995,0.735179036,1.037563864,1.484415096,2.077430349,2.486610036,3.351053861,48000,-144000000,,,
493,48000,51.96175252,1.17171254,234000,618000,10.14924859,10.9748112,0.825562609,1.177473416,1.7739372,2.187627677,2.573885479,3.438994141,10.15584418,11.17335069,1.01750651,1.435658379,1.915078228,2.324953859,2.937947152,3.958101542,10.14721463,10.86707031,0.719855686,1.02169028,1.462605768,2.043243893,2.442292132,3.312051763,48000,-144000000,,,
494,48000,51.95692358,1.34606506,234000,630000,10.46772461,11.28719944,0.819474826,1.170843202,1.76234251,2.169215598,2.556633546,3.418350694,10.47174696,11.47718424,1.005437283,1.413792266,1.890663752,2.308210359,2.925845321,3.938663608,10.46521267,11.18287543,0.71766276,1.014149564,1.451732184,2.022066437,2.419624514,3.290411345,48000,-144000000,,,
495,48000,52.07094802,-5.12389848,246000,186000,10.17191569,10.84247125,0.670555556,0.949425972,1.459536184,1.857092711,2.24274166,3.005681889,10.17528646,11.06304905,0.887762587,1.260550647,1.675917659,1.929574859,2.467353206,3.397487806,10.16981337,10.76115451,0.591341146,0.849712922,1.268150835,1.735727307,2.068050027,2.741209491,48000,-144000000,,,
496,48000,52.07545615,-4.94906392,246000,198000,10.03152561,10.7048291,0.673303494,0.950031932,1.458327107,1.8627042,2.244702174,3.010233057,10.03455946,10.92213976,0.887580295,1.266027509,1.67987253,1.933826317,2.468176153,3.412365968,10.02957031,10.6192947,0.589724392,0.851118242,1.26837808,1.742911396,2.072883081,2.751231295,48000,-144000000,,,
497,48000,52.07970396,-4.77418488,246000,210000,9.714039714,10.39842828,0.684388563,0.958675647,1.467190962,1.875188053,2.256137282,3.043914569,9.716248915,10.60558485,0.889335937,1.278912709,1.698449746,1.956861617,2.48781064,3.451945064,9.711703559,10.30913628,0.597432726,0.853888321,1.26861633,1.769129774,2.085953259,2.789403005,48000,-144000000,,,
