OBJECTID,Shape_Leng,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,tas_annual_baseline_81_00_media,tas_annual_01_20_median,tas_annual_change_01_20_median,tas_annual_change_15_median,tas_annual_change_20_median,tas_annual_change_25_median,tas_annual_change_30_median,tas_annual_change_40_median,tas_annual_baseline_81_00_upper,tas_annual_01_20_upper,tas_annual_change_01_20_upper,tas_annual_change_15_upper,tas_annual_change_20_upper,tas_annual_change_25_upper,tas_annual_change_30_upper,tas_annual_change_40_upper,tas_annual_baseline_81_00_lower,tas_annual_01_20_lower,tas_annual_change_01_20_lower,tas_annual_change_15_lower,tas_annual_change_20_lower,tas_annual_change_25_lower,tas_annual_change_30_lower,tas_annual_change_40_lower,SHAPE_Length,SHAPE_Area,,Comments,
1884,48000,57.66884055,-5.58991596,870000,186000,7.719000922,8.358697103,0.639696181,0.933656749,1.464754619,1.76243704,2.134556697,2.790666155,7.72328342,8.578298069,0.855014648,1.216568597,1.583923249,1.848808155,2.505776393,3.250288422,7.71238444,8.324114583,0.611730143,0.814414579,1.186104859,1.593040778,1.920870355,2.631202309,48000,-144000000,,,
1885,48000,57.67438599,-5.38911976,870000,198000,6.886570909,7.558269586,0.671698676,0.969737491,1.543019658,1.817154405,2.212701797,2.90513566,6.898098416,7.784042969,0.885944553,1.299355314,1.654761026,1.944218285,2.64598793,3.441776362,6.883344184,7.502327474,0.61898329,0.838095109,1.217243381,1.666104652,2.006745541,2.720546642,48000,-144000000,,,
1886,48000,57.6796131,-5.18825166,870000,210000,6.096542969,6.776726074,0.680183105,1.017069163,1.597393909,1.876989694,2.302883856,3.036263848,6.110490994,7.020506727,0.910015734,1.343103764,1.728563316,2.03659283,2.754662285,3.581466652,6.092822808,6.715959201,0.623136393,0.860046245,1.269682695,1.777817409,2.091721049,2.816928272,48000,-144000000,,,
1887,48000,57.68452192,-4.98731557,870000,222000,5.723672689,6.39280816,0.669135471,1.026788169,1.602463276,1.879957088,2.319113369,3.092338273,5.737623155,6.652310113,0.914686957,1.323863467,1.696142811,2.056859318,2.760401372,3.57021319,5.721141493,6.340101454,0.618959961,0.855845476,1.277486411,1.834514302,2.095320199,2.861660337,48000,-144000000,,,
1888,48000,57.68911131,-4.78631744,870000,234000,6.358758409,7.011895345,0.653136936,1.033390119,1.632883559,1.912051453,2.365559069,3.165942861,6.36952691,7.313381076,0.943854167,1.331595543,1.733379836,2.122834382,2.77975077,3.587521288,6.355899523,6.97578342,0.619883898,0.854619451,1.299755549,1.867466725,2.132986266,2.904914176,48000,-144000000,,,
1889,48000,57.69338118,-4.58526204,870000,246000,5.318505859,5.969240723,0.650734863,1.012388987,1.626931604,1.927130676,2.374917767,3.17003374,5.331968316,6.245422092,0.913453776,1.308327469,1.757275029,2.111986736,2.769934172,3.537815962,5.314798177,5.933515625,0.618717448,0.86277956,1.319662078,1.862570168,2.146815476,2.913998403,48000,-144000000,,,
1890,48000,57.69733189,-4.38415148,870000,258000,6.8154088,7.459012044,0.643603244,1.036200358,1.580636677,1.916559258,2.349063947,3.138803556,6.824908854,7.727830946,0.902922092,1.295480918,1.719817398,2.047258185,2.655113467,3.414667659,6.808884549,7.414259983,0.605375434,0.839724806,1.306471561,1.800107525,2.144917354,2.86327908,48000,-144000000,,,
1891,48000,57.70096345,-4.18298995,870000,270000,8.226929796,8.866516927,0.639587131,0.972293449,1.51072068,1.84161364,2.265988343,3.046837901,8.228344184,9.09159451,0.863250326,1.216373905,1.656538603,2.000471127,2.556914218,3.266397027,8.221884223,8.814800347,0.592916124,0.833866464,1.240045676,1.755334821,2.047205223,2.818212916,48000,-144000000,,,
1892,48000,57.70427526,-3.98178227,870000,282000,8.268183594,8.91627143,0.648087836,0.954082987,1.490306584,1.821487385,2.239289796,3.01871458,8.271484375,9.134077691,0.862593316,1.219929083,1.657775349,2.018641028,2.539437107,3.238580703,8.265139431,8.837668186,0.572528754,0.830678918,1.23432904,1.739662698,2.046295418,2.809525928,48000,-144000000,,,
1893,48000,57.707267,-3.78053193,870000,294000,8.895170085,9.553026259,0.657856174,0.937790669,1.46278288,1.813502268,2.232820418,2.998991208,8.901777344,9.754901259,0.853123915,1.211614764,1.663707682,2.037862542,2.517797309,3.221836583,8.89233724,9.448212891,0.555875651,0.830785823,1.23990348,1.747514468,2.051695447,2.814577805,48000,-144000000,,,
1894,48000,57.70993829,-3.57924234,870000,306000,8.74567844,9.411515299,0.66583686,0.940791726,1.476979606,1.827316727,2.25980607,3.023292178,8.755567491,9.615524089,0.859956597,1.215351252,1.676738643,2.059074384,2.514194207,3.254669028,8.74292806,9.277322049,0.534393989,0.839906891,1.251855624,1.725799205,2.095762571,2.849777457,48000,-144000000,,,
1895,48000,57.71228952,-3.37791944,870000,318000,8.601491428,9.258015408,0.65652398,0.945080605,1.471353999,1.825471243,2.248987927,3.009846631,8.610979818,9.477443576,0.866463759,1.212188301,1.665702557,2.049860672,2.493767619,3.238433418,8.598808594,9.134318576,0.535509983,0.842945163,1.244260086,1.695370861,2.088410916,2.842356435,48000,-144000000,,,
1896,48000,57.71432064,-3.17656939,870000,330000,8.788047418,9.453807509,0.665760091,0.944570881,1.486184444,1.839430674,2.276384239,3.040400907,8.795213759,9.668578559,0.8733648,1.230069651,1.684464337,2.073340205,2.518114924,3.275076291,8.785496962,9.321703559,0.536206597,0.854046637,1.251859551,1.712664982,2.111061146,2.874141917,48000,-144000000,,,
1897,48000,57.71603158,-2.97519509,870000,342000,8.624345703,9.298771159,0.674425456,0.943701043,1.506056483,1.85448901,2.302205158,3.066497422,8.630671658,9.509121094,0.878449436,1.245047304,1.696128524,2.091909774,2.532018488,3.29528155,8.620343967,9.15921441,0.538870443,0.863908472,1.259629423,1.722289342,2.124783968,2.889294963,48000,-144000000,,,
1898,48000,57.7174227,-2.77380032,870000,354000,8.412746853,9.083930393,0.671183539,0.941175699,1.511670645,1.850837971,2.296563753,3.057513912,8.417861328,9.29555447,0.877693142,1.246893498,1.692825056,2.086089203,2.523714399,3.277494626,8.409116753,8.947582465,0.538465712,0.858218342,1.256931346,1.71496644,2.117002237,2.870856817,48000,-144000000,,,
1899,48000,57.71849402,-2.57238945,870000,366000,8.531623264,9.189485677,0.657862413,0.937103975,1.509104792,1.835313611,2.276129247,3.033733905,8.535309245,9.411845703,0.876536458,1.244134476,1.678471757,2.067025308,2.50637809,3.257943742,8.528515625,9.068848741,0.540333116,0.844584548,1.249548456,1.696212152,2.095110548,2.836814417,48000,-144000000,,,
1900,48000,57.71924499,-2.37096611,870000,378000,8.116952854,8.759169922,0.642217068,0.93614015,1.505403155,1.821961043,2.257651703,3.008364297,8.120923394,8.99429796,0.873374566,1.242042127,1.658278899,2.054447054,2.49486788,3.24022789,8.113515082,8.65703559,0.543520508,0.828301246,1.241433893,1.671106719,2.067127356,2.799318525,48000,-144000000,,,
1901,48000,57.71967571,-2.16953459,870000,390000,8.186477593,8.805262587,0.618784993,0.928322173,1.490943649,1.798437526,2.22828218,2.962406245,8.190168728,9.063628472,0.873459744,1.236598876,1.648131691,2.03800851,2.475905826,3.199784743,8.182949219,8.731106771,0.548157552,0.807446108,1.224058676,1.625296017,2.037129552,2.740140801,48000,-144000000,,,
1902,48000,57.71978626,-1.96809871,870000,402000,8.51244439,9.120909288,0.608464898,0.922175035,1.478266602,1.780028186,2.203300148,2.925202843,8.515861003,9.389205729,0.873344727,1.218015408,1.640355722,2.026762385,2.45985101,3.164854136,8.508701172,9.058802626,0.550101454,0.792017377,1.209640842,1.589694295,2.012958054,2.693883696,48000,-144000000,,,
1903,48000,57.71195875,-7.40916532,882000,78000,8.799173177,9.333414714,0.534241536,0.778738788,1.288429543,1.553118451,1.896980768,2.502482264,8.807890082,9.570214844,0.762324761,1.078849852,1.403145952,1.651861592,2.18955122,2.681399326,8.796157769,9.278422309,0.48226454,0.684604466,1.015019635,1.223447886,1.635408606,2.152465743,48000,-144000000,,,
1904,48000,57.72039146,-7.20861318,882000,90000,8.835667046,9.367982856,0.532315809,0.786712369,1.294584005,1.564412654,1.911839709,2.5230925,8.844162326,9.609505208,0.765342882,1.077989883,1.410551396,1.656701854,2.20863723,2.699697059,8.833575304,9.322005208,0.488429905,0.691121342,1.024849511,1.24847199,1.646954753,2.190461077,48000,-144000000,,,
1905,48000,57.72850693,-7.00795223,882000,102000,8.417027452,8.960737847,0.543710395,0.803850304,1.307444532,1.582183728,1.944948575,2.561878229,8.422275933,9.200449219,0.778173286,1.082212767,1.424043279,1.673760592,2.253049019,2.742570064,8.414153103,8.909899089,0.495745985,0.706178592,1.065277623,1.300882368,1.674595682,2.26148298,48000,-144000000,,,
1906,48000,57.73630529,-6.80718546,882000,114000,8.756311035,9.309666884,0.553355849,0.817739723,1.318557129,1.595243934,1.970662758,2.591719305,8.764208984,9.547884115,0.78367513,1.087553918,1.434600979,1.688495009,2.288414739,2.777020167,8.754044054,9.24983724,0.495793186,0.718468528,1.09628511,1.3419624,1.697643488,2.315365798,48000,-144000000,,,
1907,48000,57.7509498,-6.40535129,882000,138000,8.793536513,9.370850152,0.577313639,0.827520216,1.35876231,1.647746195,1.997983153,2.653248607,8.802154405,9.598304036,0.796149631,1.115119874,1.49219662,1.718970321,2.291041693,2.887830714,8.791559787,9.320054253,0.528494466,0.728918909,1.098049614,1.373380301,1.768591812,2.389056971,48000,-144000000,,,
1908,48000,57.77052689,-5.80191461,882000,174000,8.19915663,8.79857666,0.59942003,0.881893937,1.406346235,1.687393095,2.069235129,2.716131288,8.203080512,9.025461155,0.822380642,1.14596287,1.550028212,1.775241144,2.34973576,3.031317068,8.191274414,8.748085395,0.556810981,0.767805085,1.154752397,1.459632962,1.819100994,2.509325009,48000,-144000000,,,
1909,48000,57.77641472,-5.60059984,882000,186000,8.387725423,9.000321994,0.612596571,0.901532841,1.44224931,1.729595915,2.099225364,2.751346933,8.395492622,9.235442708,0.839950087,1.181407258,1.577136088,1.810455083,2.421624323,3.135089802,8.383446181,8.976967231,0.59352105,0.792994017,1.155607587,1.524230557,1.872245887,2.589327438,48000,-144000000,,,
1910,48000,57.78198289,-5.39920802,882000,198000,7.073642578,7.713885634,0.640243056,0.937838645,1.498234385,1.787938368,2.164684374,2.839513346,7.08164822,7.955118273,0.873470052,1.239843957,1.613320984,1.883467004,2.555115482,3.323448041,7.069575738,7.670755208,0.60117947,0.822741454,1.181889674,1.621091787,1.956060681,2.693384642,48000,-144000000,,,
1911,48000,57.78723144,-5.19774409,882000,210000,6.427894694,7.097035048,0.669140354,0.982696372,1.558175972,1.841773779,2.260227929,2.972912559,6.434172092,7.339320747,0.905148655,1.301667493,1.672848049,1.985246259,2.689697111,3.504175554,6.42280816,7.026746419,0.60393826,0.844530372,1.224993205,1.720552507,2.049598008,2.783183645,48000,-144000000,,,
1912,48000,57.79216029,-4.99621217,882000,222000,5.926044108,6.60292589,0.676881782,1.00679008,1.597518575,1.880214805,2.320565437,3.073429388,5.93652615,6.853219401,0.916693251,1.326754686,1.697809684,2.049333561,2.751033141,3.572383407,5.92116862,6.531642795,0.610474175,0.847266891,1.263634905,1.803764364,2.095913473,2.843293289,48000,-144000000,,,
1913,48000,57.79676873,-4.79461786,882000,234000,5.08504286,5.754038357,0.668995497,1.015441946,1.629288324,1.90793364,2.3583501,3.145541101,5.102962782,6.032707248,0.929744466,1.326802507,1.734078983,2.115147828,2.769700986,3.598774905,5.080334201,5.693502062,0.61316786,0.846697514,1.292774213,1.848769247,2.127686529,2.88955073,48000,-144000000,,,
1914,48000,57.80105663,-4.59296516,882000,246000,5.442718099,6.092431641,0.649713542,0.999077562,1.628256138,1.920997282,2.374800709,3.164860775,5.456618924,6.375240885,0.918621962,1.309521794,1.754242544,2.126258526,2.764586821,3.568938544,5.438438585,6.056813151,0.618374566,0.851851387,1.314300234,1.843204985,2.146158492,2.917349279,48000,-144000000,,,
1915,48000,57.80502405,-4.39125687,882000,258000,6.089664442,6.738348524,0.648684082,1.002558051,1.597027284,1.898298598,2.338839634,3.146764865,6.103092448,7.002086589,0.898994141,1.288952934,1.738342866,2.10783384,2.70852986,3.488023934,6.085415582,6.68163954,0.596223958,0.845680313,1.295105226,1.81620112,2.162935113,2.893210152,48000,-144000000,,,
1916,48000,57.80867075,-4.18949729,882000,270000,7.277099881,7.922374674,0.645274794,0.962402305,1.529293891,1.839170516,2.259599687,3.027755831,7.286743707,8.154009332,0.867265625,1.233463283,1.651174769,2.020307514,2.585478826,3.300677135,7.273529731,7.836638997,0.563109266,0.820185366,1.248319434,1.725479342,2.085873274,2.818790096,48000,-144000000,,,
1917,48000,57.81199653,-3.98769129,882000,282000,8.160189616,8.791357151,0.631167535,0.892541607,1.437218605,1.754746055,2.12497516,2.870170265,8.162520616,9.003720703,0.841200087,1.18320948,1.590491226,1.968227668,2.457845362,3.125221199,8.153731554,8.681559245,0.527827691,0.796450583,1.176869187,1.624940115,1.964558583,2.72043873,48000,-144000000,,,
1918,48000,57.81500085,-3.78584213,882000,294000,8.323732368,8.954900716,0.631168349,0.892540251,1.437216952,1.754745977,2.124975353,2.870170976,8.326063368,9.167263455,0.841200087,1.183210462,1.590490141,1.96822865,2.457846396,3.125220062,8.317275391,8.845101997,0.527826606,0.796449989,1.176868593,1.624939029,1.964559565,2.720439711,48000,-144000000,,,
1919,48000,57.82772901,-7.22413371,894000,90000,8.599675564,9.14831543,0.548639865,0.806096437,1.304291023,1.591593502,1.945958142,2.571864085,8.604774306,9.377947049,0.773172743,1.076237754,1.42875,1.67320638,2.251962658,2.741835033,8.595768229,9.086377496,0.490609266,0.706686715,1.073440962,1.306556248,1.675285683,2.278802238,48000,-144000000,,,
1920,48000,57.83587838,-7.02288056,894000,102000,8.279135471,8.827775336,0.548639865,0.806096437,1.304290235,1.591593502,1.945958659,2.571864085,8.284233941,9.057406684,0.773172743,1.076236695,1.428749483,1.67320483,2.251963175,2.74183555,8.275227865,8.765837674,0.490609809,0.706687231,1.073439903,1.306556222,1.6752862,2.278801179,48000,-144000000,,,
1921,48000,57.84370931,-6.82152098,894000,114000,8.125333659,8.690289171,0.564955512,0.825971628,1.32864458,1.597825185,1.981528966,2.605757637,8.135364583,8.92602105,0.790656467,1.103760567,1.438737444,1.703261254,2.314189634,2.801900137,8.123158637,8.617907444,0.494748806,0.726798632,1.112438435,1.366997794,1.713452536,2.34121861,48000,-144000000,,,
1922,48000,57.85122164,-6.62005848,894000,126000,8.26694987,8.833787706,0.566837836,0.827177993,1.329909681,1.596702577,1.98555553,2.613836651,8.276040582,9.066222331,0.790181749,1.09901641,1.436022859,1.707348374,2.322130456,2.809753431,8.264169922,8.762171224,0.498001302,0.722817254,1.115718729,1.375749008,1.723453673,2.351890914,48000,-144000000,,,
1923,48000,57.8584149,-6.41849813,894000,138000,8.331120334,8.900040148,0.568919813,0.827842094,1.333316088,1.598770113,1.986255748,2.61743084,8.337821723,9.127311198,0.789489475,1.101728231,1.432129914,1.714591988,2.328814639,2.814703569,8.327785373,8.826858724,0.499073351,0.731489594,1.126509022,1.37768565,1.727691541,2.356441024,48000,-144000000,,,
1924,48000,57.87807332,-5.81327268,894000,174000,8.16470025,8.770693631,0.605993381,0.891858776,1.425789039,1.706883681,2.079329879,2.730952691,8.169050564,9.000675998,0.831625434,1.160872318,1.563653558,1.792503643,2.377550017,3.075918821,8.158419054,8.731871745,0.573452691,0.783100973,1.147556475,1.491704179,1.855674707,2.551033709,48000,-144000000,,,
1925,48000,57.88398549,-5.61135991,894000,186000,8.787086046,9.399713542,0.612627496,0.894983931,1.424768196,1.713752648,2.073740079,2.73135427,8.793461914,9.626592882,0.833130968,1.161263641,1.567743185,1.797072999,2.374200045,3.078683656,8.782259115,9.358219401,0.575960286,0.78191011,1.134667478,1.500776238,1.863408513,2.556879934,48000,-144000000,,,
1926,48000,57.8895768,-5.40936974,894000,198000,8.221956923,8.835531413,0.61357449,0.904189492,1.44565825,1.745372967,2.091687516,2.757707791,8.228294813,9.080952691,0.852657878,1.186401703,1.575958995,1.836867766,2.433347672,3.166832036,8.217279188,8.798738064,0.581458876,0.789410704,1.137479745,1.565365668,1.905360527,2.626975524,48000,-144000000,,,
1927,48000,57.89484697,-5.2073062,894000,210000,7.622323947,8.25733724,0.635013292,0.945077195,1.50654864,1.798405206,2.172861419,2.860781108,7.630419922,8.514268121,0.883848199,1.238043103,1.61104518,1.915575035,2.565016896,3.325933005,7.61968099,8.223939345,0.604258355,0.819189014,1.183110894,1.668304605,1.981426815,2.723173156,48000,-144000000,,,
1928,48000,57.89979592,-5.00517362,894000,222000,6.751377224,7.416910265,0.66553304,0.981265682,1.577570685,1.852612615,2.276516113,3.001088505,6.757644314,7.666185438,0.908541124,1.299326947,1.668836547,2.007019056,2.693991505,3.48823808,6.74688151,7.364324002,0.617442491,0.8414016,1.236226568,1.751629826,2.053790199,2.803433831,48000,-144000000,,,
1929,48000,57.90442344,-4.80297819,894000,234000,6.415067817,7.083421766,0.66835395,0.987787195,1.604111754,1.880135401,2.31884701,3.079022843,6.423659939,7.335559896,0.911899957,1.302240358,1.706276662,2.075481667,2.733312614,3.531959687,6.409496528,7.026215278,0.61671875,0.837825883,1.269287213,1.790162089,2.094639524,2.847503255,48000,-144000000,,,
1930,48000,57.90872946,-4.60072416,894000,246000,6.66931288,7.319517958,0.650205078,0.985470403,1.602851059,1.886881627,2.323420991,3.100237126,6.678924696,7.588179796,0.9092551,1.29171162,1.714873744,2.089845533,2.717593109,3.497047035,6.664587131,7.278374566,0.613787435,0.843084207,1.281879056,1.800077712,2.115702298,2.85953404,48000,-144000000,,,
1931,48000,57.91271353,-4.39841376,894000,258000,7.406951497,8.059991862,0.653040365,0.997802411,1.581817207,1.8758795,2.303647048,3.099521446,7.41883355,8.314163411,0.895329861,1.285803623,1.711636595,2.071384936,2.676758252,3.435402922,7.401857639,8.005176866,0.603319227,0.84653031,1.284573878,1.807613209,2.12803543,2.855146174,48000,-144000000,,,
1932,48000,57.91637535,-4.19605169,894000,270000,7.318194987,7.985974935,0.667779948,0.989459338,1.555287427,1.861579306,2.285438807,3.059346297,7.330908203,8.201199002,0.870290799,1.260531529,1.694638904,2.038644128,2.634199064,3.361380286,7.313070747,7.879574653,0.566503906,0.844087663,1.273030547,1.751174717,2.111562526,2.829587596,48000,-144000000,,,
1933,48000,57.91971477,-3.99364263,894000,282000,8.018958876,8.673175998,0.654217122,0.959921617,1.531503273,1.828786246,2.24512902,3.006151595,8.028156467,8.887949761,0.859793294,1.238391359,1.644080972,2.019451575,2.59781963,3.305055003,8.013727214,8.570493164,0.556765951,0.835495283,1.248063487,1.707845104,2.069326172,2.795360166,48000,-144000000,,,
1934,48000,57.94324566,-7.03791645,906000,102000,7.966112196,8.526614583,0.560502387,0.827024985,1.320545855,1.594652352,1.97723067,2.598841443,7.972558051,8.757842339,0.785284288,1.092496616,1.438112031,1.697721483,2.291301928,2.780989067,7.961688368,8.460940755,0.499252387,0.710711315,1.100818582,1.34915362,1.719297366,2.322595254,48000,-144000000,,,
1935,48000,57.95110971,-6.83595928,906000,114000,7.352874349,7.923041178,0.570166829,0.830192031,1.326882699,1.592190135,1.990259332,2.62017976,7.362265625,8.153242188,0.790976563,1.100720383,1.438992022,1.710957961,2.323909712,2.815571212,7.349010417,7.847438151,0.498427734,0.728837839,1.102925554,1.385385458,1.731602234,2.360546668,48000,-144000000,,,
1936,48000,57.95865337,-6.63389858,906000,126000,7.646748589,8.215668674,0.568920085,0.827841926,1.33331645,1.598770474,1.986255322,2.617431201,7.653450521,8.442940538,0.789490017,1.10172911,1.432129759,1.714592866,2.328815518,2.814703414,7.643413628,8.142486979,0.499073351,0.731489439,1.1265099,1.377686529,1.727690843,2.356440869,48000,-144000000,,,
1937,48000,57.96587646,-6.43173928,906000,138000,8.03954834,8.605231662,0.565683322,0.830830466,1.33474404,1.606553225,1.980358241,2.621478523,8.04343533,8.83624566,0.79281033,1.106517754,1.43452505,1.723139984,2.319646939,2.804950965,8.035131836,8.537685547,0.502553711,0.733173234,1.133323671,1.37238041,1.734360584,2.353242885,48000,-144000000,,,
1938,48000,57.99716771,-5.41960473,906000,198000,8.645445421,9.260921766,0.615476345,0.91049049,1.463114614,1.74344702,2.116671343,2.781686353,8.649858941,9.505911458,0.856052517,1.195329603,1.575801866,1.848265491,2.455175187,3.171552244,8.639703234,9.218117405,0.578414171,0.800117782,1.152971592,1.580508872,1.915940884,2.641365431,48000,-144000000,,,
1939,48000,58.00245972,-5.21693782,906000,210000,7.566787381,8.193576931,0.626789551,0.934564965,1.480265351,1.747621889,2.134056765,2.799928463,7.57210178,8.43417589,0.86207411,1.205112589,1.572836914,1.869319765,2.486531395,3.190832377,7.560765516,8.137534722,0.576769206,0.80101038,1.154846178,1.622543842,1.929608367,2.645361922,48000,-144000000,,,
1940,48000,58.00742898,-5.01420036,906000,222000,7.146032986,7.805388184,0.659355197,0.968268436,1.562299068,1.828324679,2.229692383,2.940953918,7.152545573,8.050878906,0.898333333,1.261613472,1.638255105,1.981171436,2.639690419,3.384368438,7.140595703,7.745813802,0.605218099,0.837091446,1.222639974,1.70809839,2.010609241,2.747636925,48000,-144000000,,,
1941,48000,58.01207585,-4.81139945,906000,234000,6.996182454,7.663076986,0.666894531,0.979166047,1.587598741,1.865013383,2.286060268,3.028305134,7.001830512,7.899287109,0.897456597,1.284604621,1.674421968,2.046219851,2.697669374,3.471907991,6.990577257,7.601915148,0.611337891,0.83611509,1.261583607,1.76041832,2.061469907,2.805347274,48000,-144000000,,,
1942,48000,58.01640002,-4.60853916,906000,246000,6.946440158,7.6038227,0.657382541,0.982580218,1.584814608,1.870612496,2.289343378,3.055465624,6.955252821,7.846430122,0.8911773,1.275061126,1.679217071,2.050214275,2.692643643,3.449066789,6.941979167,7.546970486,0.604991319,0.843808258,1.271019733,1.802976811,2.071161799,2.810030382,48000,-144000000,,,
1943,48000,58.02040071,-4.40562216,906000,258000,7.038295627,7.693973524,0.655677897,0.982204215,1.582794906,1.873319395,2.291741407,3.064669222,7.053485243,7.926689453,0.87320421,1.275138992,1.698485321,2.050058878,2.689979539,3.429567574,7.034463976,7.628019206,0.59355523,0.846326239,1.266539068,1.800891462,2.080186115,2.820495308,48000,-144000000,,,
1944,48000,58.02407777,-4.20265309,906000,270000,7.021895074,7.686813694,0.66491862,0.987761631,1.580120559,1.875526853,2.290828786,3.070607949,7.035942925,7.904403212,0.868460286,1.270209393,1.713891059,2.058081494,2.683820271,3.414989356,7.016916233,7.596445313,0.57952908,0.851176319,1.272075221,1.762916202,2.116126044,2.821318308,48000,-144000000,,,
1945,48000,58.02743094,-3.99963605,906000,282000,7.015588921,7.678955349,0.663366428,0.976323823,1.549799998,1.857591365,2.262972987,3.022288386,7.023361545,7.881157227,0.857795681,1.245033301,1.681481714,2.02356652,2.649330977,3.353924438,7.010494792,7.564478082,0.55398329,0.846618045,1.277127175,1.696009528,2.061635561,2.797102761,48000,-144000000,,,
1946,48000,58.03046067,-3.79657656,906000,294000,7.287349718,7.950915799,0.663566081,0.976120179,1.564196635,1.876820036,2.300226379,3.017010505,7.297048611,8.160064562,0.863015951,1.260285787,1.71599072,2.057655785,2.687473493,3.382499018,7.282390408,7.840680339,0.558289931,0.853358652,1.289800115,1.703902116,2.068985615,2.824035296,48000,-144000000,,,
1947,48000,58.04239171,-7.25550775,918000,90000,8.435388997,8.99223877,0.556849772,0.827225775,1.308395544,1.588684586,1.947947927,2.571557255,8.442972005,9.217952474,0.774980469,1.087133195,1.438003679,1.695834418,2.243035766,2.734633712,8.431227214,8.929012044,0.497784831,0.702896825,1.065107474,1.296120825,1.72347974,2.259614955,48000,-144000000,,,
1948,48000,58.05060898,-7.05305863,918000,102000,7.904549967,8.469921332,0.565371365,0.836344582,1.316509874,1.592954334,1.96979518,2.587824126,7.910545247,8.694476997,0.783931749,1.091447276,1.440864594,1.704932106,2.272685934,2.764918,7.897944336,8.403960503,0.506016168,0.702882926,1.092346902,1.33048004,1.733802187,2.298744342,48000,-144000000,,,
1949,48000,58.05850545,-6.85050109,918000,114000,7.878160807,8.451579861,0.573419054,0.843193876,1.332186609,1.601685113,1.987814941,2.615477715,7.884984809,8.673448351,0.788463542,1.1033617,1.447427094,1.71726919,2.304263832,2.799135691,7.871821832,8.384104275,0.512282444,0.723770926,1.105556641,1.366719008,1.746146712,2.345965247,48000,-144000000,,,
1950,48000,58.06608054,-6.64783876,918000,126000,8.15750434,8.727720269,0.570215929,0.837191763,1.339058237,1.608643069,1.983711118,2.627457876,8.162675239,8.95366862,0.790993381,1.110536386,1.443004919,1.727504805,2.317486876,2.804337074,8.153020833,8.661169162,0.508148329,0.737249866,1.127589131,1.376860067,1.748624804,2.360699766,48000,-144000000,,,
1951,48000,58.0733336,-6.44507616,918000,138000,8.178939887,8.741129015,0.562189128,0.829321367,1.329299859,1.60254534,1.970828451,2.621298828,8.183511285,8.97879503,0.795283746,1.108465531,1.430922826,1.72860442,2.312005673,2.797131955,8.175135634,8.677770725,0.502635091,0.735878338,1.13266909,1.363906689,1.730942254,2.344772265,48000,-144000000,,,
1952,48000,58.10475568,-5.42991265,918000,198000,8.740119358,9.350839844,0.610720486,0.903409857,1.449480445,1.709089459,2.106355846,2.774244908,8.74480523,9.587838542,0.843033312,1.189797273,1.552031328,1.832300993,2.431635406,3.111006169,8.735526801,9.290996094,0.555469293,0.778948464,1.160588133,1.55481156,1.90480368,2.605730123,48000,-144000000,,,
1953,48000,58.11006995,-5.22663765,918000,210000,8.070861003,8.678685167,0.607824164,0.899393885,1.440017878,1.698238855,2.095973488,2.764676572,8.079910482,8.916835938,0.836925456,1.190939257,1.552593936,1.822249917,2.412831954,3.089449921,8.066230469,8.614894748,0.54866428,0.770035756,1.16039047,1.534423027,1.894115281,2.585472057,48000,-144000000,,,
1954,48000,58.11506016,-5.02329224,918000,222000,7.044344076,7.68704834,0.642704264,0.949301461,1.525542896,1.790475454,2.192889772,2.881275615,7.04854872,7.925838759,0.877290039,1.236416894,1.603676706,1.930100756,2.568576234,3.282640749,7.039702691,7.624994032,0.585291341,0.812051944,1.214175941,1.658025974,1.980585007,2.691892439,48000,-144000000,,,
1955,48000,58.11972643,-4.81988186,918000,234000,6.105947537,6.775788845,0.669841309,0.975206822,1.576092161,1.848096233,2.262587929,2.978491921,6.114500868,7.000646159,0.886145291,1.268184343,1.655268529,2.02146288,2.662486902,3.419619399,6.100656467,6.690719401,0.590062934,0.828845383,1.254506578,1.710889705,2.040126359,2.762037502,48000,-144000000,,,
1956,48000,58.12406838,-4.61641047,918000,246000,7.048707411,7.707381456,0.658674045,0.984911308,1.593548268,1.87799421,2.289894244,3.047366498,7.059032118,7.950193142,0.891161024,1.285706277,1.666023014,2.054516963,2.695707,3.459324777,7.044307726,7.639082031,0.594774306,0.85328652,1.276158002,1.780609551,2.091598669,2.794763817,48000,-144000000,,,
1957,48000,58.12808566,-4.41288238,918000,258000,6.689538845,7.347777778,0.658238932,0.981872584,1.607457863,1.897570517,2.319882619,3.076649603,6.698897569,7.581832682,0.882935113,1.292905919,1.698958592,2.103104022,2.722530899,3.489627149,6.683412001,7.277956272,0.594544271,0.870798482,1.281215149,1.780908849,2.121965991,2.82559405,48000,-144000000,,,
1958,48000,58.13177816,-4.20930178,918000,270000,6.320157335,6.978660211,0.658502875,0.995377075,1.611147383,1.900630438,2.325192019,3.097698929,6.330419922,7.20913737,0.878717448,1.287132265,1.731462829,2.122524078,2.735483476,3.488991247,6.313834635,6.903174913,0.589340278,0.871369693,1.279193561,1.789514096,2.154042633,2.837430091,48000,-144000000,,,
